"UNITID","GBA4RTT","GRRTM","GRRTW"
229018,26,32,47
229027,22,39,45
229063,10,18,26
229115,36,57,65
229160,18,24,37
229179,22,38,43
229267,66,73,80
229780,7,22,27
229814,28,38,51
229887,22,30,42
230038,22,67,81
230047,31,63,66
230056,0,20,13
230171,11,26,44
230366,40,54,71
230597,60,30,48
230603,27,41,55
230621,22,27,25
230630,41,43,45
230728,28,44,59
230737,13,25,38
230764,33,69,70
230782,12,27,39
230807,44,57,59
230816,66,85,73
230834,42,51,60
230852,57,65,64
230889,50,100,0
230913,31,36,45
230940,26,50,40
230959,85,92,94
230977,44,64,85
230995,50,58,68
231059,77,81,84
231095,75,71,78
231165,20,52,61
231174,65,73,79
231420,36,32,58
231554,29,19,56
231581,53,56,62
231624,85,86,93
231651,43,53,60
231712,68,76,80
231837,33,40,57
232025,48,39,72
232043,44,58,57
232089,20,23,39
232186,50,65,75
232256,61,68,NA
232265,41,50,64
232308,63,NA,66
232423,69,80,87
232557,32,47,48
232566,50,55,71
232609,51,54,61
232672,38,NA,38
232681,55,58,68
232706,47,49,64
232937,20,30,40
232982,29,48,57
233277,40,48,61
233295,65,64,72
233301,44,44,55
233356,33,NA,67
233374,84,87,91
233426,63,69,70
233541,47,50,67
233602,59,57,67
233611,18,17,40
233684,45,63,0
233718,31,NA,34
233897,24,40,47
233921,65,84,88
234030,45,61,72
234076,89,93,96
234085,67,80,76
234137,0,4,7
234155,24,34,41
234164,15,20,35
234173,43,45,50
234207,92,94,95
234827,35,54,60
234915,40,33,NA
235024,51,48,57
235097,27,53,54
235167,37,42,56
235316,75,84,85
235422,14,47,38
236133,51,53,60
236230,59,65,71
236328,65,70,81
236452,58,63,70
236577,53,60,71
236595,61,67,78
236896,29,56,65
236939,37,56,64
236948,66,81,87
237011,37,64,71
237057,80,90,90
237066,63,73,77
237118,29,34,46
237136,49,63,67
237181,35,33,65
237215,18,32,30
237312,27,33,42
237330,24,36,42
237358,31,37,44
237367,26,40,42
237385,26,34,47
237525,27,46,51
237640,19,29,50
237686,0,23,20
237783,13,15,26
237792,31,40,55
237899,15,29,33
237932,30,49,42
237950,12,21,22
237969,41,51,57
238032,39,58,64
238078,45,49,61
238193,22,NA,49
238324,81,100,86
238333,68,67,81
238430,30,47,52
238458,56,67,67
238476,59,59,73
238616,48,61,67
238661,41,50,70
238980,43,43,54
239017,62,77,80
239071,37,51,59
239080,43,51,58
239105,64,80,83
239309,51,56,60
239318,46,62,75
239390,42,NA,65
239512,47,47,61
239628,58,65,69
239716,70,72,74
239743,28,36,41
240107,41,45,57
240189,36,59,66
240268,40,65,68
240277,33,55,52
240329,40,67,71
240338,45,49,67
240365,24,60,62
240374,18,45,44
240392,13,31,27
240417,29,57,63
240426,27,45,51
240444,62,85,90
240453,19,42,46
240462,21,54,60
240471,37,52,61
240480,34,56,64
240727,31,56,63
240754,12,32,41
240790,4,15,24
241100,3,22,49
241128,3,19,27
241191,17,38,44
241216,32,42,54
241225,2,23,26
241304,0,39,55
241377,2,24,30
241386,0,36,34
241395,1,29,41
241410,8,38,50
241517,57,74,69
241614,0,29,33
241720,7,29,33
241739,3,23,35
241766,13,55,69
241836,27,33,27
241951,1,38,39
242121,29,58,48
242617,12,39,47
242626,11,27,39
242635,11,26,42
242644,30,38,51
242653,21,29,40
242662,11,37,50
242680,9,19,36
242699,14,30,42
242705,8,23,40
242972,4,25,32
243106,6,40,49
243115,9,40,57
243133,10,44,58
243142,22,35,46
243151,6,45,56
243179,14,43,64
243188,10,12,25
243197,5,40,60
243212,14,32,53
243221,10,46,61
243346,2,29,38
243443,6,30,46
243568,29,100,73
243577,11,12,22
243586,0,29,40
243601,4,29,37
243665,11,27,34
243744,73,94,95
243780,58,80,85
243832,26,31,41
245652,54,68,56
245883,0,0,0
245953,19,37,30
246789,0,0,0
247065,0,31,28
247649,0,40,48
247773,0,20,NA
248934,33,45,50
251312,12,40,13
260813,100,NA,100
262129,54,64,63
262165,0,33,0
363439,40,20,74
363712,0,0,NA
363907,0,56,33
363916,0,13,60
363934,32,41,62
366003,18,60,43
366252,39,50,34
366553,8,37,22
366711,15,48,57
367884,4,21,30
368443,50,40,50
368452,40,58,68
369516,0,37,37
372958,61,62,61
375230,0,60,NA
376224,50,60,59
376385,50,64,65
377342,48,36,32
377546,33,30,61
377555,45,68,70
377564,41,60,52
380377,5,18,20
380438,33,25,70
380465,0,0,14
384254,45,69,67
384412,42,60,86
384421,0,6,NA
385619,48,53,52
386472,0,0,11
388520,0,43,14
392257,50,57,47
392840,17,41,42
399869,43,78,77
399911,88,93,87
401223,0,NA,0
402776,14,31,0
404338,38,30,45
405058,0,76,NA
405854,0,44,NA
405997,0,14,11
407009,41,43,51
408844,68,56,57
409315,9,23,23
409698,30,61,64
412599,52,51,49
413413,0,0,NA
414823,39,43,57
414878,0,0,0
417752,11,33,17
420042,5,36,24
420325,0,100,NA
420574,32,42,54
421832,42,58,60
426314,15,27,43
430184,0,17,0
430670,17,0,100
431983,0,81,NA
432223,0,0,20
433004,33,0,50
433387,5,24,18
433420,20,20,24
433536,33,0,44
433660,23,43,55
434900,9,66,52
434937,0,0,NA
436429,59,54,58
436614,63,100,75
436818,22,66,61
436827,17,58,66
436836,23,55,72
437097,0,33,100
438151,19,24,30
438179,53,48,56
438498,11,63,58
438586,12,20,27
439288,38,46,56
439701,5,8,23
439862,13,10,50
439969,6,100,91
440396,46,72,72
440651,29,49,46
440749,0,NA,0
440794,3,5,18
441511,20,95,100
441690,0,25,75
441900,6,29,18
441937,22,52,55
441982,80,97,96
442161,3,6,14
442356,0,75,62
442569,18,22,21
442639,33,100,100
442930,48,65,69
443049,40,50,0
443058,0,NA,50
443331,38,33,43
443340,56,0,63
443410,41,57,53
443562,11,62,45
443766,0,0,NA
443784,50,50,NA
444088,48,55,60
444255,100,0,33
444398,24,33,38
444413,16,81,NA
444778,33,33,NA
445027,12,15,23
445133,26,30,21
445188,45,64,75
445300,6,0,38
445692,52,53,60
445708,40,55,61
446048,48,52,63
446233,15,24,31
446394,28,41,56
446525,0,50,57
446604,0,76,NA
446640,20,37,26
446677,25,21,41
447050,0,0,0
447421,50,50,56
447458,98,52,74
447689,4,19,24
447953,38,45,29
448673,13,16,18
448752,29,19,37
448761,16,29,23
448840,30,45,43
448886,49,56,58
449038,0,40,NA
449135,14,64,62
449339,23,41,40
449348,0,0,NA
449658,0,14,NA
449764,30,41,67
449870,0,18,0
449898,5,23,16
449931,100,100,NA
450298,0,NA,0
450377,0,0,NA
450571,33,14,40
450933,11,25,18
450979,8,11,11
451370,0,63,NA
451398,17,17,NA
451404,0,50,NA
451556,55,63,69
451671,35,46,48
451741,41,43,52
451750,50,7,10
451820,18,22,28
451927,57,61,68
453163,50,100,0
453215,0,0,NA
454184,41,51,54
454227,46,33,50
454236,8,0,20
454245,40,100,25
454829,0,0,0
455257,0,58,NA
455770,41,17,55
456481,50,NA,50
456490,0,0,NA
456959,55,50,62
457129,50,0,100
457226,0,33,NA
457299,67,77,79
457484,0,0,60
457688,56,18,25
458113,0,0,0
458210,72,40,85
458229,40,33,43
458496,44,54,43
458575,58,50,75
458919,25,29,0
458964,33,20,NA
458973,0,0,NA
458982,20,21,21
459259,27,33,32
459268,17,13,29
459727,75,NA,100
459842,25,13,42
459851,22,17,51
459994,100,50,NA
460376,0,20,0
460783,34,26,33
460871,50,NA,50
460899,34,33,34
461023,32,28,41
461032,0,0,33
461148,60,63,77
461528,0,67,29
461759,0,0,0
461795,38,34,68
461847,14,14,NA
461883,0,67,0
462354,58,58,58
463056,24,57,76
465812,9,10,13
466189,0,0,0
466921,50,NA,50
469416,16,69,73
474863,29,20,50
474890,50,37,44
474906,23,11,29
475121,2,3,4
475608,23,27,33
475635,67,NA,67
475732,50,NA,50
475741,25,100,0
476601,38,38,NA
476692,33,33,NA
476717,0,44,NA
478634,35,38,46
479956,53,69,73
480073,0,0,NA
480091,100,39,28
480657,50,25,15
480781,100,100,NA
481058,0,84,78
481225,50,100,0
481410,25,25,NA
481438,30,30,NA
481720,12,0,19
482149,15,33,44
482158,10,22,24
482228,0,0,NA
482413,17,18,26
482422,21,26,59
482431,22,28,28
482440,15,31,0
482459,21,32,36
482468,11,21,17
482477,24,28,28
482486,9,25,33
482538,4,30,25
482547,0,20,0
482556,18,26,18
482565,8,17,13
482574,33,39,30
482608,15,20,9
482617,0,0,0
482635,16,19,11
482653,15,23,0
482680,35,31,43
483018,62,81,76
483124,2,1,6
483586,14,95,93
484613,0,13,17
484631,1,17,26
484640,0,31,20
484668,6,32,26
484677,0,6,14
484695,0,13,12
484710,0,19,24
484729,0,12,19
484747,0,8,14
484756,1,15,21
484765,0,22,17
484783,0,15,7
484835,20,27,50
484871,0,68,NA
484905,18,23,30
485263,38,35,41
485698,40,55,100
485999,0,53,NA
486017,25,25,NA
486026,8,8,NA
486053,29,82,50
486196,0,6,NA
486284,7,40,52
486488,0,NA,0
486840,16,41,51
486901,56,47,75
487524,33,46,65
487746,0,20,NA
488101,0,57,NA
488350,13,88,NA
488785,7,3,15
488846,3,9,10
489779,5,23,28
489937,22,40,43
490045,40,50,67
490063,30,40,60
490081,40,67,50
490276,0,23,NA
490319,0,7,NA
490805,18,37,38
491525,0,0,25
491613,17,22,NA
491631,20,NA,20
491640,0,54,NA
491710,33,48,NA
492801,0,5,18
492962,8,20,14
494597,51,88,80
494603,26,38,19
494685,16,33,23
